id,date,prcp,snow,snwd,tavg,tmax,tmin
USW00013743,2015-01-01,0,0,0,17,83,-27
USW00013743,2015-01-02,0,0,0,53,94,17
USW00013743,2015-01-03,127,0,0,40,56,11
USW00013743,2015-01-04,51,0,0,98,194,56
USW00013743,2015-01-05,0,0,0,78,111,-16
USW00013743,2015-01-06,51,61,30,-19,0,-43
USW00013743,2015-01-07,0,0,50,-30,-10,-93
USW00013743,2015-01-08,0,0,50,-82,-32,-110
USW00013743,2015-01-09,0,0,30,-6,56,-32
USW00013743,2015-01-10,0,0,0,-32,-10,-71
USW00013743,2015-01-11,0,0,0,-17,61,-60
USW00013743,2015-01-12,191,0,0,29,61,17
USW00013743,2015-01-13,0,0,0,31,56,-16
USW00013743,2015-01-14,0,5,0,-12,6,-32
USW00013743,2015-01-15,0,0,0,15,56,0
USW00013743,2015-01-16,0,0,0,27,89,-27
USW00013743,2015-01-17,0,0,0,15,44,-21
USW00013743,2015-01-18,152,0,0,32,72,11
USW00013743,2015-01-19,0,0,0,66,100,6
USW00013743,2015-01-20,0,0,0,37,100,-5
USW00013743,2015-01-21,20,10,0,27,39,11
USW00013743,2015-01-22,0,0,0,43,94,22
USW00013743,2015-01-23,165,0,0,34,61,-5
USW00013743,2015-01-24,122,0,0,38,72,28
USW00013743,2015-01-25,0,0,0,64,111,22
USW00013743,2015-01-26,53,13,0,46,78,-16
USW00013743,2015-01-27,3,3,30,2,28,-10
USW00013743,2015-01-28,0,0,0,-6,39,-43
USW00013743,2015-01-29,13,0,0,1,44,-32
USW00013743,2015-01-30,0,0,0,40,61,-49
USW00013743,2015-01-31,0,0,0,-29,22,-66
USW00013743,2015-02-01,10,0,0,8,67,-27
USW00013743,2015-02-02,23,0,0,46,100,-27
USW00013743,2015-02-03,0,0,0,-14,39,-38
USW00013743,2015-02-04,0,0,0,29,128,-16
USW00013743,2015-02-05,0,0,0,37,67,-60
USW00013743,2015-02-06,0,0,0,-36,33,-82
USW00013743,2015-02-07,0,0,0,23,100,-32
USW00013743,2015-02-08,0,0,0,69,200,17
USW00013743,2015-02-09,18,0,0,53,72,11
USW00013743,2015-02-10,5,0,0,20,44,6
USW00013743,2015-02-11,0,0,0,24,83,-16
USW00013743,2015-02-12,0,0,0,29,67,-66
USW00013743,2015-02-13,0,0,0,-51,-10,-93
USW00013743,2015-02-14,0,3,0,-7,72,-77
USW00013743,2015-02-15,0,0,0,-73,-55,-116
USW00013743,2015-02-16,74,74,0,-98,-66,-121
USW00013743,2015-02-17,58,46,130,-63,-5,-82
USW00013743,2015-02-18,0,3,100,-42,11,-105
USW00013743,2015-02-19,0,3,100,-70,-60,-116
USW00013743,2015-02-20,0,0,80,-106,-55,-149
USW00013743,2015-02-21,178,66,80,-68,17,-99
USW00013743,2015-02-22,25,0,100,37,100,17
USW00013743,2015-02-23,0,0,30,21,50,-71
USW00013743,2015-02-24,0,0,0,-58,-10,-99
USW00013743,2015-02-25,0,0,0,-14,56,-60
USW00013743,2015-02-26,36,56,30,19,39,-5
USW00013743,2015-02-27,0,0,0,7,17,-38
USW00013743,2015-02-28,0,0,0,-32,6,-66
USW00013743,2015-03-01,130,3,0,-19,11,-43
USW00013743,2015-03-02,0,0,0,32,78,6
USW00013743,2015-03-03,10,0,0,10,50,-5
USW00013743,2015-03-04,86,0,0,57,106,39
USW00013743,2015-03-05,221,122,0,35,72,-49
USW00013743,2015-03-06,0,0,130,-49,-10,-93
USW00013743,2015-03-07,0,0,100,-12,94,-71
USW00013743,2015-03-08,0,0,30,79,150,0
USW00013743,2015-03-09,0,0,0,84,167,28
USW00013743,2015-03-10,112,0,0,77,100,39
USW00013743,2015-03-11,0,0,0,118,194,78
USW00013743,2015-03-12,0,0,0,113,156,61
USW00013743,2015-03-13,3,0,0,81,128,28
USW00013743,2015-03-14,152,0,0,97,156,72
USW00013743,2015-03-15,0,0,0,117,144,67
USW00013743,2015-03-16,0,0,0,98,206,33
USW00013743,2015-03-17,0,0,0,140,228,44
USW00013743,2015-03-18,0,0,0,66,117,22
USW00013743,2015-03-19,0,0,0,78,117,39
USW00013743,2015-03-20,124,0,0,47,78,22
USW00013743,2015-03-21,0,0,0,67,161,17
USW00013743,2015-03-22,0,0,0,108,133,72
USW00013743,2015-03-23,0,0,0,68,106,22
USW00013743,2015-03-24,0,0,0,60,83,28
USW00013743,2015-03-25,0,0,0,58,122,17
USW00013743,2015-03-26,89,0,0,139,250,94
USW00013743,2015-03-27,91,0,0,107,111,50
USW00013743,2015-03-28,0,0,0,37,56,-5
USW00013743,2015-03-29,0,0,0,21,94,-21
USW00013743,2015-03-30,5,0,0,104,189,56
USW00013743,2015-03-31,3,0,0,140,228,61
USW00013743,2015-04-01,0,0,0,101,161,44
USW00013743,2015-04-02,0,0,0,134,233,56
USW00013743,2015-04-03,48,0,0,192,228,161
USW00013743,2015-04-04,13,0,0,163,200,72
USW00013743,2015-04-05,0,0,0,126,206,44
USW00013743,2015-04-06,0,0,0,163,250,89
USW00013743,2015-04-07,43,0,0,189,228,117
USW00013743,2015-04-08,33,0,0,118,117,72
USW00013743,2015-04-09,10,0,0,83,100,72
USW00013743,2015-04-10,3,0,0,103,200,72
USW00013743,2015-04-11,0,0,0,171,200,106
USW00013743,2015-04-12,0,0,0,146,211,61
USW00013743,2015-04-13,0,0,0,176,267,111
USW00013743,2015-04-14,163,0,0,174,194,122
USW00013743,2015-04-15,0,0,0,152,200,111
USW00013743,2015-04-16,10,0,0,169,233,111
USW00013743,2015-04-17,8,0,0,192,261,150
USW00013743,2015-04-18,0,0,0,219,289,161
USW00013743,2015-04-19,94,0,0,190,206,128
USW00013743,2015-04-20,196,0,0,195,278,139
USW00013743,2015-04-21,41,0,0,183,217,122
USW00013743,2015-04-22,0,0,0,158,233,106
USW00013743,2015-04-23,0,0,0,120,156,72
USW00013743,2015-04-24,0,0,0,103,172,39
USW00013743,2015-04-25,69,0,0,106,117,72
USW00013743,2015-04-26,0,0,0,116,194,72
USW00013743,2015-04-27,0,0,0,133,167,83
USW00013743,2015-04-28,0,0,0,146,222,89
USW00013743,2015-04-29,0,0,0,186,256,111
USW00013743,2015-04-30,137,0,0,183,233,133
USW00013743,2015-05-01,28,0,0,151,178,122
USW00013743,2015-05-02,0,0,0,167,256,106
USW00013743,2015-05-03,0,0,0,203,289,133
USW00013743,2015-05-04,0,0,0,214,289,133
USW00013743,2015-05-05,13,0,0,229,300,178
USW00013743,2015-05-06,0,0,0,223,283,178
USW00013743,2015-05-07,0,0,0,219,272,167
USW00013743,2015-05-08,0,0,0,229,289,178
USW00013743,2015-05-09,0,0,0,226,283,183
USW00013743,2015-05-10,0,0,0,246,294,206
USW00013743,2015-05-11,0,0,0,244,283,217
USW00013743,2015-05-12,0,0,0,260,322,217
USW00013743,2015-05-13,0,0,0,207,222,133
USW00013743,2015-05-14,0,0,0,166,228,117
USW00013743,2015-05-15,0,0,0,191,256,144
USW00013743,2015-05-16,168,0,0,234,311,194
USW00013743,2015-05-17,0,0,0,243,306,211
USW00013743,2015-05-18,193,0,0,272,333,222
USW00013743,2015-05-19,0,0,0,266,322,222
USW00013743,2015-05-20,0,0,0,222,239,167
USW00013743,2015-05-21,84,0,0,153,172,117
USW00013743,2015-05-22,0,0,0,172,261,111
USW00013743,2015-05-23,0,0,0,191,239,122
USW00013743,2015-05-24,0,0,0,204,278,139
USW00013743,2015-05-25,0,0,0,244,294,194
USW00013743,2015-05-26,0,0,0,253,311,206
USW00013743,2015-05-27,3,0,0,265,322,239
USW00013743,2015-05-28,0,0,0,269,333,228
USW00013743,2015-05-29,0,0,0,259,306,233
USW00013743,2015-05-30,0,0,0,267,322,222
USW00013743,2015-05-31,0,0,0,273,333,233
USW00013743,2015-06-01,632,0,0,272,333,217
USW00013743,2015-06-02,117,0,0,200,222,156
USW00013743,2015-06-03,3,0,0,162,178,150
USW00013743,2015-06-04,94,0,0,168,183,150
USW00013743,2015-06-05,8,0,0,182,239,156
USW00013743,2015-06-06,0,0,0,229,294,183
USW00013743,2015-06-07,0,0,0,232,261,194
USW00013743,2015-06-08,165,0,0,236,311,183
USW00013743,2015-06-09,0,0,0,259,317,222
USW00013743,2015-06-10,0,0,0,256,289,200
USW00013743,2015-06-11,0,0,0,268,339,217
USW00013743,2015-06-12,5,0,0,293,344,250
USW00013743,2015-06-13,0,0,0,283,333,239
USW00013743,2015-06-14,132,0,0,295,339,256
USW00013743,2015-06-15,20,0,0,286,339,256
USW00013743,2015-06-16,0,0,0,298,356,250
USW00013743,2015-06-17,46,0,0,268,289,233
USW00013743,2015-06-18,135,0,0,258,328,222
USW00013743,2015-06-19,30,0,0,269,317,228
USW00013743,2015-06-20,602,0,0,279,333,233
USW00013743,2015-06-21,8,0,0,282,344,244
USW00013743,2015-06-22,0,0,0,304,344,256
USW00013743,2015-06-23,213,0,0,303,356,239
USW00013743,2015-06-24,0,0,0,255,300,211
USW00013743,2015-06-25,122,0,0,264,306,211
USW00013743,2015-06-26,0,0,0,244,283,206
USW00013743,2015-06-27,699,0,0,232,256,206
USW00013743,2015-06-28,0,0,0,231,278,194
USW00013743,2015-06-29,0,0,0,236,289,172
USW00013743,2015-06-30,3,0,0,258,317,217
USW00013743,2015-07-01,330,0,0,257,311,206
USW00013743,2015-07-02,5,0,0,239,250,200
USW00013743,2015-07-03,8,0,0,236,283,189
USW00013743,2015-07-04,216,0,0,242,294,222
USW00013743,2015-07-05,0,0,0,251,306,217
USW00013743,2015-07-06,5,0,0,272,317,244
USW00013743,2015-07-07,0,0,0,276,328,239
USW00013743,2015-07-08,284,0,0,281,333,256
USW00013743,2015-07-09,8,0,0,284,333,256
USW00013743,2015-07-10,0,0,0,284,311,250
USW00013743,2015-07-11,23,0,0,272,311,239
USW00013743,2015-07-12,0,0,0,266,311,211
USW00013743,2015-07-13,8,0,0,257,278,233
USW00013743,2015-07-14,0,0,0,271,317,244
USW00013743,2015-07-15,3,0,0,273,311,222
USW00013743,2015-07-16,0,0,0,246,306,189
USW00013743,2015-07-17,0,0,0,251,294,217
USW00013743,2015-07-18,10,0,0,273,311,250
USW00013743,2015-07-19,0,0,0,300,367,261
USW00013743,2015-07-20,0,0,0,316,361,278
USW00013743,2015-07-21,0,0,0,309,333,261
USW00013743,2015-07-22,0,0,0,276,317,222
USW00013743,2015-07-23,0,0,0,267,311,217
USW00013743,2015-07-24,0,0,0,269,322,206
USW00013743,2015-07-25,0,0,0,273,322,222
USW00013743,2015-07-26,0,0,0,279,328,233
USW00013743,2015-07-27,239,0,0,277,322,228
USW00013743,2015-07-28,0,0,0,286,344,250
USW00013743,2015-07-29,0,0,0,286,333,256
USW00013743,2015-07-30,135,0,0,286,333,256
USW00013743,2015-07-31,0,0,0,287,333,233
USW00013743,2015-08-01,0,0,0,284,333,233
USW00013743,2015-08-02,0,0,0,279,328,228
USW00013743,2015-08-03,0,0,0,277,339,222
USW00013743,2015-08-04,10,0,0,299,356,244
USW00013743,2015-08-05,0,0,0,286,339,239
USW00013743,2015-08-06,0,0,0,272,294,239
USW00013743,2015-08-07,13,0,0,248,283,211
USW00013743,2015-08-08,0,0,0,267,311,233
USW00013743,2015-08-09,0,0,0,264,317,222
USW00013743,2015-08-10,38,0,0,246,261,222
USW00013743,2015-08-11,86,0,0,259,322,228
USW00013743,2015-08-12,0,0,0,259,294,211
USW00013743,2015-08-13,0,0,0,248,294,200
USW00013743,2015-08-14,0,0,0,244,311,178
USW00013743,2015-08-15,0,0,0,253,322,200
USW00013743,2015-08-16,0,0,0,261,344,206
USW00013743,2015-08-17,0,0,0,277,356,222
USW00013743,2015-08-18,0,0,0,274,322,233
USW00013743,2015-08-19,0,0,0,276,328,250
USW00013743,2015-08-20,43,0,0,269,300,233
USW00013743,2015-08-21,0,0,0,253,300,217
USW00013743,2015-08-22,0,0,0,244,300,183
USW00013743,2015-08-23,0,0,0,239,294,178
USW00013743,2015-08-24,104,0,0,261,328,217
USW00013743,2015-08-25,0,0,0,249,294,206
USW00013743,2015-08-26,0,0,0,233,278,194
USW00013743,2015-08-27,0,0,0,226,278,172
USW00013743,2015-08-28,0,0,0,234,283,183
USW00013743,2015-08-29,0,0,0,251,317,194
USW00013743,2015-08-30,0,0,0,248,306,206
USW00013743,2015-08-31,0,0,0,268,311,233
USW00013743,2015-09-01,0,0,0,276,350,217
USW00013743,2015-09-02,0,0,0,284,344,239
USW00013743,2015-09-03,0,0,0,279,356,233
USW00013743,2015-09-04,0,0,0,280,333,239
USW00013743,2015-09-05,0,0,0,262,300,228
USW00013743,2015-09-06,0,0,0,249,306,200
USW00013743,2015-09-07,0,0,0,259,322,206
USW00013743,2015-09-08,0,0,0,276,333,222
USW00013743,2015-09-09,0,0,0,283,344,239
USW00013743,2015-09-10,28,0,0,257,289,211
USW00013743,2015-09-11,0,0,0,236,306,183
USW00013743,2015-09-12,41,0,0,224,239,194
USW00013743,2015-09-13,0,0,0,205,233,156
USW00013743,2015-09-14,0,0,0,193,267,128
USW00013743,2015-09-15,0,0,0,217,289,156
USW00013743,2015-09-16,0,0,0,231,300,156
USW00013743,2015-09-17,0,0,0,233,300,172
USW00013743,2015-09-18,0,0,0,236,306,183
USW00013743,2015-09-19,0,0,0,239,306,194
USW00013743,2015-09-20,0,0,0,234,278,200
USW00013743,2015-09-21,58,0,0,198,211,172
USW00013743,2015-09-22,0,0,0,191,239,167
USW00013743,2015-09-23,0,0,0,210,267,156
USW00013743,2015-09-24,0,0,0,207,261,156
USW00013743,2015-09-25,0,0,0,203,228,172
USW00013743,2015-09-26,0,0,0,201,233,178
USW00013743,2015-09-27,0,0,0,195,239,167
USW00013743,2015-09-28,0,0,0,227,283,194
USW00013743,2015-09-29,419,0,0,239,267,217
USW00013743,2015-09-30,0,0,0,231,256,172
USW00013743,2015-10-01,198,0,0,156,172,139
USW00013743,2015-10-02,244,0,0,126,144,100
USW00013743,2015-10-03,48,0,0,116,144,100
USW00013743,2015-10-04,0,0,0,139,150,122
USW00013743,2015-10-05,0,0,0,148,206,111
USW00013743,2015-10-06,0,0,0,166,250,100
USW00013743,2015-10-07,0,0,0,188,256,144
USW00013743,2015-10-08,0,0,0,189,256,139
USW00013743,2015-10-09,102,0,0,203,261,167
USW00013743,2015-10-10,0,0,0,169,189,106
USW00013743,2015-10-11,0,0,0,143,217,83
USW00013743,2015-10-12,0,0,0,160,239,100
USW00013743,2015-10-13,0,0,0,187,256,150
USW00013743,2015-10-14,0,0,0,175,217,128
USW00013743,2015-10-15,0,0,0,158,200,117
USW00013743,2015-10-16,0,0,0,148,194,106
USW00013743,2015-10-17,0,0,0,121,156,67
USW00013743,2015-10-18,0,0,0,82,122,33
USW00013743,2015-10-19,0,0,0,78,133,28
USW00013743,2015-10-20,0,0,0,114,200,67
USW00013743,2015-10-21,0,0,0,144,228,89
USW00013743,2015-10-22,0,0,0,160,244,100
USW00013743,2015-10-23,0,0,0,176,211,111
USW00013743,2015-10-24,0,0,0,125,167,83
USW00013743,2015-10-25,8,0,0,159,217,122
USW00013743,2015-10-26,0,0,0,128,161,78
USW00013743,2015-10-27,0,0,0,106,150,67
USW00013743,2015-10-28,165,0,0,168,211,128
USW00013743,2015-10-29,8,0,0,194,228,133
USW00013743,2015-10-30,0,0,0,133,161,78
USW00013743,2015-10-31,0,0,0,106,161,56
USW00013743,2015-11-01,10,0,0,141,178,117
USW00013743,2015-11-02,0,0,0,154,189,106
USW00013743,2015-11-03,0,0,0,139,222,78
USW00013743,2015-11-04,5,0,0,154,239,89
USW00013743,2015-11-05,38,0,0,169,222,144
USW00013743,2015-11-06,0,0,0,200,267,156
USW00013743,2015-11-07,28,0,0,179,217,122
USW00013743,2015-11-08,0,0,0,121,144,67
USW00013743,2015-11-09,135,0,0,87,117,50
USW00013743,2015-11-10,61,0,0,129,161,106
USW00013743,2015-11-11,0,0,0,141,178,106
USW00013743,2015-11-12,3,0,0,128,189,94
USW00013743,2015-11-13,0,0,0,149,167,94
USW00013743,2015-11-14,0,0,0,104,128,50
USW00013743,2015-11-15,0,0,0,89,178,22
USW00013743,2015-11-16,0,0,0,127,211,56
USW00013743,2015-11-17,0,0,0,116,161,78
USW00013743,2015-11-18,0,0,0,126,183,78
USW00013743,2015-11-19,160,0,0,172,183,150
USW00013743,2015-11-20,0,0,0,132,156,56
USW00013743,2015-11-21,0,0,0,81,128,33
USW00013743,2015-11-22,0,0,0,85,94,28
USW00013743,2015-11-23,0,0,0,32,56,0
USW00013743,2015-11-24,0,0,0,57,133,6
USW00013743,2015-11-25,0,0,0,76,144,28
USW00013743,2015-11-26,0,0,0,96,178,44
USW00013743,2015-11-27,0,0,0,107,183,56
USW00013743,2015-11-28,0,0,0,126,178,94
USW00013743,2015-11-29,43,0,0,112,150,72
USW00013743,2015-11-30,51,0,0,58,72,39
USW00013743,2015-12-01,216,0,0,78,89,67
USW00013743,2015-12-02,56,0,0,107,150,89
USW00013743,2015-12-03,0,0,0,98,117,56
USW00013743,2015-12-04,0,0,0,68,117,22
USW00013743,2015-12-05,0,0,0,64,122,6
USW00013743,2015-12-06,0,0,0,54,111,6
USW00013743,2015-12-07,0,0,0,79,156,22
USW00013743,2015-12-08,0,0,0,83,133,33
USW00013743,2015-12-09,0,0,0,66,94,39
USW00013743,2015-12-10,0,0,0,94,172,50
USW00013743,2015-12-11,0,0,0,109,189,56
USW00013743,2015-12-12,0,0,0,122,200,72
USW00013743,2015-12-13,0,0,0,135,217,89
USW00013743,2015-12-14,33,0,0,156,206,117
USW00013743,2015-12-15,0,0,0,165,194,83
USW00013743,2015-12-16,0,0,0,98,139,50
USW00013743,2015-12-17,107,0,0,99,122,83
USW00013743,2015-12-18,0,0,0,86,111,17
USW00013743,2015-12-19,0,0,0,30,72,-10
USW00013743,2015-12-20,0,0,0,37,78,0
USW00013743,2015-12-21,0,0,0,77,144,33
USW00013743,2015-12-22,36,0,0,128,167,106
USW00013743,2015-12-23,424,0,0,152,189,122
USW00013743,2015-12-24,51,0,0,188,217,156
USW00013743,2015-12-25,76,0,0,179,206,139
USW00013743,2015-12-26,3,0,0,143,156,106
USW00013743,2015-12-27,5,0,0,139,211,106
USW00013743,2015-12-28,58,0,0,106,156,50
USW00013743,2015-12-29,127,0,0,82,117,67
USW00013743,2015-12-30,38,0,0,106,128,94
USW00013743,2015-12-31,0,0,0,112,139,67
